"","ensembl_gene_id_version","external_gene_name","ensembl_gene_id"
"13663","ENSG00000283154.3","IQCJ-SCHIP1","ENSG00000283154"
"13664","ENSG00000283156.2","","ENSG00000283156"
"13665","ENSG00000283164.1","","ENSG00000283164"
"13666","ENSG00000283175.1","","ENSG00000283175"
"13667","ENSG00000283183.4","","ENSG00000283183"
"13668","ENSG00000283189.2","","ENSG00000283189"
"13669","ENSG00000283202.1","","ENSG00000283202"
"13670","ENSG00000283207.1","MIR1255B1","ENSG00000283207"
"13671","ENSG00000283219.1","","ENSG00000283219"
"13672","ENSG00000283271.1","U6","ENSG00000283271"
"13673","ENSG00000283275.1","MIR4275","ENSG00000283275"
"13674","ENSG00000283281.1","MIR7978","ENSG00000283281"
"13675","ENSG00000283298.1","MIR4272","ENSG00000283298"
"13676","ENSG00000283312.1","","ENSG00000283312"
"13677","ENSG00000283313.1","U6","ENSG00000283313"
"13678","ENSG00000283314.1","LINC02357","ENSG00000283314"
"13679","ENSG00000283333.1","MIR7977","ENSG00000283333"
"13680","ENSG00000283367.1","","ENSG00000283367"
"13681","ENSG00000283390.1","PET100P1","ENSG00000283390"
"13682","ENSG00000283392.1","","ENSG00000283392"
"13683","ENSG00000283418.1","U6","ENSG00000283418"
"13684","ENSG00000283426.1","SMBD1P","ENSG00000283426"
"13685","ENSG00000283434.2","CSNKA2IP","ENSG00000283434"
"13686","ENSG00000283451.1","","ENSG00000283451"
"13687","ENSG00000283473.5","FAM240A","ENSG00000283473"
"13688","ENSG00000283474.1","MIR6828","ENSG00000283474"
"13689","ENSG00000283491.1","","ENSG00000283491"
"13690","ENSG00000283499.1","U6","ENSG00000283499"
"13691","ENSG00000283509.1","U6","ENSG00000283509"
"13692","ENSG00000283544.1","","ENSG00000283544"
"13693","ENSG00000283563.1","","ENSG00000283563"
"13694","ENSG00000283625.1","TEDDM3P","ENSG00000283625"
"13695","ENSG00000283635.1","","ENSG00000283635"
"13696","ENSG00000283646.2","LINC02009","ENSG00000283646"
"13697","ENSG00000283666.1","U6","ENSG00000283666"
"13698","ENSG00000283669.1","CD200LP","ENSG00000283669"
"13699","ENSG00000283706.2","PRSS50","ENSG00000283706"
"13700","ENSG00000283726.1","MIR5193","ENSG00000283726"
"13701","ENSG00000283765.1","","ENSG00000283765"
"13702","ENSG00000283848.1","MIR6872","ENSG00000283848"
"13703","ENSG00000283849.1","","ENSG00000283849"
"13704","ENSG00000283877.1","","ENSG00000283877"
"13705","ENSG00000283885.1","MIR3714","ENSG00000283885"
"13706","ENSG00000283894.1","MIR1324","ENSG00000283894"
"13707","ENSG00000283958.1","MIR1248","ENSG00000283958"
"13708","ENSG00000283971.1","MIR4442","ENSG00000283971"
"13709","ENSG00000284095.1","","ENSG00000284095"
"13710","ENSG00000284121.1","MIR198","ENSG00000284121"
"13711","ENSG00000284134.1","MIR568","ENSG00000284134"
"13712","ENSG00000284146.1","MIR922","ENSG00000284146"
"13713","ENSG00000284158.1","MIR6822","ENSG00000284158"
"13714","ENSG00000284251.1","MIR711","ENSG00000284251"
"13715","ENSG00000284276.1","MIR4800","ENSG00000284276"
"13716","ENSG00000284364.1","MIR6824","ENSG00000284364"
"13717","ENSG00000284378.1","MIR1244-1","ENSG00000284378"
"13718","ENSG00000284407.1","MIR5001","ENSG00000284407"
"13719","ENSG00000284421.1","MIR7110","ENSG00000284421"
"13720","ENSG00000284488.1","MIR6890","ENSG00000284488"
"13721","ENSG00000284498.1","MIR564","ENSG00000284498"
"13722","ENSG00000284575.1","MIR4793","ENSG00000284575"
"13723","ENSG00000284587.1","MIR943","ENSG00000284587"
"13724","ENSG00000284624.1","","ENSG00000284624"
"13725","ENSG00000284636.1","","ENSG00000284636"
"13726","ENSG00000284648.1","","ENSG00000284648"
"13727","ENSG00000284660.1","","ENSG00000284660"
"13728","ENSG00000284669.1","","ENSG00000284669"
"13729","ENSG00000284672.1","","ENSG00000284672"
"13730","ENSG00000284684.1","","ENSG00000284684"
"13731","ENSG00000284689.1","OR7E84P","ENSG00000284689"
"13732","ENSG00000284695.1","","ENSG00000284695"
"13733","ENSG00000284727.2","","ENSG00000284727"
"13734","ENSG00000284731.1","","ENSG00000284731"
"13735","ENSG00000284753.2","EEF1AKMT4","ENSG00000284753"
"13736","ENSG00000284847.1","","ENSG00000284847"
"13737","ENSG00000284862.3","CCDC39","ENSG00000284862"
"13738","ENSG00000284917.1","EEF1AKMT4-ECE2","ENSG00000284917"
"13739","ENSG00000284952.1","","ENSG00000284952"
"13740","ENSG00000285051.2","SLC7A14-AS1","ENSG00000285051"
"13741","ENSG00000285218.1","","ENSG00000285218"
"13742","ENSG00000285336.1","","ENSG00000285336"
"13743","ENSG00000285416.1","","ENSG00000285416"
"13744","ENSG00000285454.1","","ENSG00000285454"
"13745","ENSG00000285539.1","","ENSG00000285539"
"13746","ENSG00000285557.1","","ENSG00000285557"
"13747","ENSG00000285558.1","","ENSG00000285558"
"13748","ENSG00000285585.1","","ENSG00000285585"
"13749","ENSG00000285600.2","","ENSG00000285600"
"13750","ENSG00000285614.1","","ENSG00000285614"
"13751","ENSG00000285619.1","","ENSG00000285619"
"13752","ENSG00000285631.1","","ENSG00000285631"
"13753","ENSG00000285635.1","","ENSG00000285635"
"13754","ENSG00000285654.1","","ENSG00000285654"
"13755","ENSG00000285660.1","","ENSG00000285660"
"13756","ENSG00000285685.1","","ENSG00000285685"
"13757","ENSG00000285708.1","","ENSG00000285708"
"13758","ENSG00000285711.1","LINC02835","ENSG00000285711"
"13759","ENSG00000285731.1","","ENSG00000285731"
"13760","ENSG00000285738.1","","ENSG00000285738"
"13761","ENSG00000285749.3","","ENSG00000285749"
"13762","ENSG00000285766.1","","ENSG00000285766"
"13763","ENSG00000285780.2","","ENSG00000285780"
"13764","ENSG00000285788.1","","ENSG00000285788"
"13765","ENSG00000285798.1","","ENSG00000285798"
"13766","ENSG00000285836.1","","ENSG00000285836"
"13767","ENSG00000285885.1","","ENSG00000285885"
"13768","ENSG00000285906.2","","ENSG00000285906"
"13769","ENSG00000285908.1","","ENSG00000285908"
"13770","ENSG00000285938.1","","ENSG00000285938"
"13771","ENSG00000285943.1","","ENSG00000285943"
"13772","ENSG00000285969.1","","ENSG00000285969"
"13773","ENSG00000285998.1","","ENSG00000285998"
"13774","ENSG00000286003.1","","ENSG00000286003"
"13775","ENSG00000286004.1","","ENSG00000286004"
"13776","ENSG00000286017.1","","ENSG00000286017"
"13777","ENSG00000286046.1","","ENSG00000286046"
"13778","ENSG00000286059.1","","ENSG00000286059"
"13779","ENSG00000286086.1","","ENSG00000286086"
"13780","ENSG00000286089.1","","ENSG00000286089"
"13781","ENSG00000286093.1","","ENSG00000286093"
"13782","ENSG00000286097.1","","ENSG00000286097"
"13783","ENSG00000286141.1","","ENSG00000286141"
"13784","ENSG00000286160.2","","ENSG00000286160"
"13785","ENSG00000286161.1","","ENSG00000286161"
"13786","ENSG00000286168.2","","ENSG00000286168"
"13787","ENSG00000286176.2","","ENSG00000286176"
"13788","ENSG00000286183.1","","ENSG00000286183"
"13789","ENSG00000286188.1","","ENSG00000286188"
"13790","ENSG00000286205.1","","ENSG00000286205"
"13791","ENSG00000286212.2","","ENSG00000286212"
"13792","ENSG00000286273.1","","ENSG00000286273"
"13793","ENSG00000286280.1","","ENSG00000286280"
"13794","ENSG00000286294.2","","ENSG00000286294"
"13795","ENSG00000286297.1","","ENSG00000286297"
"13796","ENSG00000286307.1","","ENSG00000286307"
"13797","ENSG00000286317.1","","ENSG00000286317"
"13798","ENSG00000286318.1","","ENSG00000286318"
"13799","ENSG00000286321.1","","ENSG00000286321"
"13800","ENSG00000286325.1","","ENSG00000286325"
"13801","ENSG00000286329.2","","ENSG00000286329"
"13802","ENSG00000286349.1","","ENSG00000286349"
"13803","ENSG00000286352.1","","ENSG00000286352"
"13804","ENSG00000286353.1","","ENSG00000286353"
"13805","ENSG00000286361.1","","ENSG00000286361"
"13806","ENSG00000286363.1","","ENSG00000286363"
"13807","ENSG00000286396.1","","ENSG00000286396"
"13808","ENSG00000286399.1","","ENSG00000286399"
"13809","ENSG00000286419.1","","ENSG00000286419"
"13810","ENSG00000286447.1","","ENSG00000286447"
"13811","ENSG00000286453.1","","ENSG00000286453"
"13812","ENSG00000286492.1","","ENSG00000286492"
"13813","ENSG00000286501.1","","ENSG00000286501"
"13814","ENSG00000286516.1","","ENSG00000286516"
"13815","ENSG00000286525.3","","ENSG00000286525"
"13816","ENSG00000286531.1","","ENSG00000286531"
"13817","ENSG00000286567.1","","ENSG00000286567"
"13818","ENSG00000286570.1","","ENSG00000286570"
"13819","ENSG00000286579.1","","ENSG00000286579"
"13820","ENSG00000286584.3","","ENSG00000286584"
"13821","ENSG00000286585.3","","ENSG00000286585"
"13822","ENSG00000286588.1","","ENSG00000286588"
"13823","ENSG00000286596.1","","ENSG00000286596"
"13824","ENSG00000286599.1","","ENSG00000286599"
"13825","ENSG00000286602.1","","ENSG00000286602"
"13826","ENSG00000286624.1","","ENSG00000286624"
"13827","ENSG00000286660.1","","ENSG00000286660"
"13828","ENSG00000286661.1","","ENSG00000286661"
"13829","ENSG00000286664.1","","ENSG00000286664"
"13830","ENSG00000286689.1","","ENSG00000286689"
"13831","ENSG00000286695.1","","ENSG00000286695"
"13832","ENSG00000286705.2","","ENSG00000286705"
"13833","ENSG00000286714.1","","ENSG00000286714"
"13834","ENSG00000286729.1","","ENSG00000286729"
"13835","ENSG00000286735.1","","ENSG00000286735"
"13836","ENSG00000286748.1","","ENSG00000286748"
"13837","ENSG00000286755.1","","ENSG00000286755"
"13838","ENSG00000286772.1","","ENSG00000286772"
"13839","ENSG00000286781.1","","ENSG00000286781"
"13840","ENSG00000286784.1","","ENSG00000286784"
"13841","ENSG00000286806.1","","ENSG00000286806"
"13842","ENSG00000286822.1","","ENSG00000286822"
"13843","ENSG00000286827.1","","ENSG00000286827"
"13844","ENSG00000286848.1","","ENSG00000286848"
"13845","ENSG00000286854.1","","ENSG00000286854"
"13846","ENSG00000286856.1","","ENSG00000286856"
"13847","ENSG00000286864.1","","ENSG00000286864"
"13848","ENSG00000286870.1","","ENSG00000286870"
"13849","ENSG00000286888.1","","ENSG00000286888"
"13850","ENSG00000286891.1","","ENSG00000286891"
"13851","ENSG00000286892.1","","ENSG00000286892"
"13852","ENSG00000286900.1","","ENSG00000286900"
"13853","ENSG00000286909.1","","ENSG00000286909"
"13854","ENSG00000286913.1","","ENSG00000286913"
"13855","ENSG00000286915.1","","ENSG00000286915"
"13856","ENSG00000286919.1","","ENSG00000286919"
"13857","ENSG00000286942.1","","ENSG00000286942"
"13858","ENSG00000286952.1","","ENSG00000286952"
"13859","ENSG00000286956.1","","ENSG00000286956"
"13860","ENSG00000286962.1","","ENSG00000286962"
"13861","ENSG00000286967.1","","ENSG00000286967"
"13862","ENSG00000286982.1","","ENSG00000286982"
"13863","ENSG00000286988.1","","ENSG00000286988"
"13864","ENSG00000286994.1","","ENSG00000286994"
"13865","ENSG00000287005.1","","ENSG00000287005"
"13866","ENSG00000287012.1","","ENSG00000287012"
"13867","ENSG00000287022.1","","ENSG00000287022"
"13868","ENSG00000287037.1","","ENSG00000287037"
"13869","ENSG00000287042.3","","ENSG00000287042"
"13870","ENSG00000287045.2","","ENSG00000287045"
"13871","ENSG00000287049.1","","ENSG00000287049"
"13872","ENSG00000287053.1","","ENSG00000287053"
"13873","ENSG00000287059.1","","ENSG00000287059"
"13874","ENSG00000287060.1","","ENSG00000287060"
"13875","ENSG00000287069.1","","ENSG00000287069"
"13876","ENSG00000287073.1","","ENSG00000287073"
"13877","ENSG00000287081.1","","ENSG00000287081"
"13878","ENSG00000287086.1","","ENSG00000287086"
"13879","ENSG00000287099.1","","ENSG00000287099"
"13880","ENSG00000287104.2","","ENSG00000287104"
"13881","ENSG00000287110.3","ACAD9-DT","ENSG00000287110"
"13882","ENSG00000287117.1","","ENSG00000287117"
"13883","ENSG00000287131.1","","ENSG00000287131"
"13884","ENSG00000287140.1","","ENSG00000287140"
"13885","ENSG00000287143.1","","ENSG00000287143"
"13886","ENSG00000287154.1","","ENSG00000287154"
"13887","ENSG00000287155.1","","ENSG00000287155"
"13888","ENSG00000287158.3","","ENSG00000287158"
"13889","ENSG00000287164.1","","ENSG00000287164"
"13890","ENSG00000287174.1","","ENSG00000287174"
"13891","ENSG00000287178.1","","ENSG00000287178"
"13892","ENSG00000287182.1","","ENSG00000287182"
"13893","ENSG00000287198.1","","ENSG00000287198"
"13894","ENSG00000287206.1","","ENSG00000287206"
"13895","ENSG00000287207.1","","ENSG00000287207"
"13896","ENSG00000287232.1","","ENSG00000287232"
"13897","ENSG00000287262.1","","ENSG00000287262"
"13898","ENSG00000287273.1","","ENSG00000287273"
"13899","ENSG00000287286.1","","ENSG00000287286"
"13900","ENSG00000287319.1","","ENSG00000287319"
"13901","ENSG00000287320.1","","ENSG00000287320"
"13902","ENSG00000287331.1","","ENSG00000287331"
"13903","ENSG00000287348.1","","ENSG00000287348"
"13904","ENSG00000287360.1","","ENSG00000287360"
"13905","ENSG00000287366.1","","ENSG00000287366"
"13906","ENSG00000287369.1","","ENSG00000287369"
"13907","ENSG00000287375.1","","ENSG00000287375"
"13908","ENSG00000287377.1","","ENSG00000287377"
"13909","ENSG00000287378.1","","ENSG00000287378"
"13910","ENSG00000287382.1","","ENSG00000287382"
"13911","ENSG00000287383.1","","ENSG00000287383"
"13912","ENSG00000287389.2","","ENSG00000287389"
"13913","ENSG00000287398.1","","ENSG00000287398"
"13914","ENSG00000287405.1","","ENSG00000287405"
"13915","ENSG00000287415.1","","ENSG00000287415"
"13916","ENSG00000287416.1","","ENSG00000287416"
"13917","ENSG00000287417.1","","ENSG00000287417"
"13918","ENSG00000287421.1","","ENSG00000287421"
"13919","ENSG00000287440.1","","ENSG00000287440"
"13920","ENSG00000287502.1","","ENSG00000287502"
"13921","ENSG00000287505.1","","ENSG00000287505"
"13922","ENSG00000287534.1","","ENSG00000287534"
"13923","ENSG00000287567.1","","ENSG00000287567"
"13924","ENSG00000287595.3","","ENSG00000287595"
"13925","ENSG00000287605.1","","ENSG00000287605"
"13926","ENSG00000287617.1","","ENSG00000287617"
"13927","ENSG00000287620.1","","ENSG00000287620"
"13928","ENSG00000287623.1","","ENSG00000287623"
"13929","ENSG00000287629.1","","ENSG00000287629"
"13930","ENSG00000287641.1","","ENSG00000287641"
"13931","ENSG00000287645.1","","ENSG00000287645"
"13932","ENSG00000287649.1","","ENSG00000287649"
"13933","ENSG00000287659.1","","ENSG00000287659"
"13934","ENSG00000287669.1","","ENSG00000287669"
"13935","ENSG00000287682.1","","ENSG00000287682"
"13936","ENSG00000287688.1","","ENSG00000287688"
"13937","ENSG00000287706.3","","ENSG00000287706"
"13938","ENSG00000287707.1","","ENSG00000287707"
"13939","ENSG00000287720.1","","ENSG00000287720"
"13940","ENSG00000287762.1","","ENSG00000287762"
"13941","ENSG00000287774.3","","ENSG00000287774"
"13942","ENSG00000287778.2","","ENSG00000287778"
"13943","ENSG00000287780.1","","ENSG00000287780"
"13944","ENSG00000287784.1","","ENSG00000287784"
"13945","ENSG00000287786.1","","ENSG00000287786"
"13946","ENSG00000287791.1","","ENSG00000287791"
"13947","ENSG00000287795.1","","ENSG00000287795"
"13948","ENSG00000287805.1","","ENSG00000287805"
"13949","ENSG00000287873.1","","ENSG00000287873"
"13950","ENSG00000287878.1","","ENSG00000287878"
"13951","ENSG00000287882.1","","ENSG00000287882"
"13952","ENSG00000287899.1","","ENSG00000287899"
"13953","ENSG00000287916.1","","ENSG00000287916"
"13954","ENSG00000287941.1","","ENSG00000287941"
"13955","ENSG00000287958.2","","ENSG00000287958"
"13956","ENSG00000287964.1","","ENSG00000287964"
"13957","ENSG00000287968.1","","ENSG00000287968"
"13958","ENSG00000287971.1","","ENSG00000287971"
"13959","ENSG00000287972.1","","ENSG00000287972"
"13960","ENSG00000287977.1","","ENSG00000287977"
"13961","ENSG00000287981.1","","ENSG00000287981"
"13962","ENSG00000287995.1","","ENSG00000287995"
"13963","ENSG00000287999.1","","ENSG00000287999"
"13964","ENSG00000288004.1","","ENSG00000288004"
"13965","ENSG00000288019.1","","ENSG00000288019"
"13966","ENSG00000288022.1","","ENSG00000288022"
"13967","ENSG00000288029.1","","ENSG00000288029"
"13968","ENSG00000288030.1","","ENSG00000288030"
"13969","ENSG00000288032.1","","ENSG00000288032"
"13970","ENSG00000288039.1","","ENSG00000288039"
"13971","ENSG00000288040.1","","ENSG00000288040"
"13972","ENSG00000288050.1","","ENSG00000288050"
"13973","ENSG00000288063.1","","ENSG00000288063"
"13974","ENSG00000288073.1","","ENSG00000288073"
"13975","ENSG00000288074.1","","ENSG00000288074"
"13976","ENSG00000288075.1","","ENSG00000288075"
"13977","ENSG00000288077.1","","ENSG00000288077"
"13978","ENSG00000288079.1","","ENSG00000288079"
"13979","ENSG00000288080.1","","ENSG00000288080"
"13980","ENSG00000288082.1","","ENSG00000288082"
"13981","ENSG00000288087.1","","ENSG00000288087"
"13982","ENSG00000288104.1","","ENSG00000288104"
"13983","ENSG00000288105.1","","ENSG00000288105"
"13984","ENSG00000288111.2","","ENSG00000288111"
"13985","ENSG00000288321.1","","ENSG00000288321"
"13986","ENSG00000288547.3","C3orf36","ENSG00000288547"
"13987","ENSG00000288550.3","","ENSG00000288550"
"13988","ENSG00000288557.1","","ENSG00000288557"
"13989","ENSG00000288567.1","","ENSG00000288567"
"13990","ENSG00000288576.1","","ENSG00000288576"
"13991","ENSG00000288585.1","","ENSG00000288585"
"13992","ENSG00000288588.1","","ENSG00000288588"
"13993","ENSG00000288589.1","","ENSG00000288589"
"13994","ENSG00000288606.1","","ENSG00000288606"
"13995","ENSG00000288654.1","","ENSG00000288654"
"13996","ENSG00000288659.3","","ENSG00000288659"
"13997","ENSG00000288662.1","","ENSG00000288662"
"13998","ENSG00000288667.1","","ENSG00000288667"
"13999","ENSG00000288679.1","","ENSG00000288679"
"14000","ENSG00000288695.1","","ENSG00000288695"
"14001","ENSG00000288698.1","","ENSG00000288698"
"14002","ENSG00000288700.2","","ENSG00000288700"
"14003","ENSG00000288702.1","UGT1A3","ENSG00000288702"
"14004","ENSG00000288703.1","","ENSG00000288703"
"14005","ENSG00000288705.1","UGT1A5","ENSG00000288705"
"14006","ENSG00000288713.1","","ENSG00000288713"
"14007","ENSG00000288717.1","","ENSG00000288717"
"14008","ENSG00000288718.1","","ENSG00000288718"
"14009","ENSG00000288720.2","","ENSG00000288720"
"14010","ENSG00000288724.1","","ENSG00000288724"
"14011","ENSG00000288769.2","","ENSG00000288769"
"14012","ENSG00000288780.1","","ENSG00000288780"
"14013","ENSG00000288787.1","","ENSG00000288787"
"14014","ENSG00000288793.1","","ENSG00000288793"
"14015","ENSG00000288794.1","","ENSG00000288794"
"14016","ENSG00000288796.1","","ENSG00000288796"
"14017","ENSG00000288806.2","","ENSG00000288806"
"14018","ENSG00000288831.2","","ENSG00000288831"
"14019","ENSG00000288848.2","","ENSG00000288848"
"14020","ENSG00000288857.1","","ENSG00000288857"
"14021","ENSG00000288868.2","","ENSG00000288868"
"14022","ENSG00000288895.2","","ENSG00000288895"
"14023","ENSG00000288896.2","","ENSG00000288896"
"14024","ENSG00000288926.2","","ENSG00000288926"
"14025","ENSG00000288940.1","","ENSG00000288940"
"14026","ENSG00000288944.1","","ENSG00000288944"
"14027","ENSG00000288951.2","","ENSG00000288951"
"14028","ENSG00000288952.2","","ENSG00000288952"
"14029","ENSG00000288969.1","","ENSG00000288969"
"14030","ENSG00000288972.1","","ENSG00000288972"
"14031","ENSG00000288979.1","","ENSG00000288979"
"14032","ENSG00000288988.1","","ENSG00000288988"
"14033","ENSG00000288990.2","","ENSG00000288990"
"14034","ENSG00000288996.2","","ENSG00000288996"
"14035","ENSG00000289005.2","","ENSG00000289005"
"14036","ENSG00000289018.2","","ENSG00000289018"
"14037","ENSG00000289019.1","","ENSG00000289019"
"14038","ENSG00000289032.1","","ENSG00000289032"
"14039","ENSG00000289043.1","","ENSG00000289043"
"14040","ENSG00000289063.2","","ENSG00000289063"
"14041","ENSG00000289069.1","","ENSG00000289069"
"14042","ENSG00000289078.1","","ENSG00000289078"
"14043","ENSG00000289086.2","","ENSG00000289086"
"14044","ENSG00000289118.1","","ENSG00000289118"
"14045","ENSG00000289129.2","","ENSG00000289129"
"14046","ENSG00000289130.2","","ENSG00000289130"
"14047","ENSG00000289134.1","","ENSG00000289134"
"14048","ENSG00000289138.1","","ENSG00000289138"
"14049","ENSG00000289153.2","","ENSG00000289153"
"14050","ENSG00000289157.1","","ENSG00000289157"
"14051","ENSG00000289165.2","","ENSG00000289165"
"14052","ENSG00000289169.1","","ENSG00000289169"
"14053","ENSG00000289201.1","","ENSG00000289201"
"14054","ENSG00000289219.1","","ENSG00000289219"
"14055","ENSG00000289233.1","","ENSG00000289233"
"14056","ENSG00000289241.1","","ENSG00000289241"
"14057","ENSG00000289253.2","","ENSG00000289253"
"14058","ENSG00000289261.1","","ENSG00000289261"
"14059","ENSG00000289279.1","","ENSG00000289279"
"14060","ENSG00000289308.2","","ENSG00000289308"
"14061","ENSG00000289315.2","","ENSG00000289315"
"14062","ENSG00000289324.2","","ENSG00000289324"
"14063","ENSG00000289331.2","","ENSG00000289331"
"14064","ENSG00000289351.2","","ENSG00000289351"
"14065","ENSG00000289358.1","","ENSG00000289358"
"14066","ENSG00000289361.1","","ENSG00000289361"
"14067","ENSG00000289385.1","","ENSG00000289385"
"14068","ENSG00000289393.1","","ENSG00000289393"
"14069","ENSG00000289396.1","","ENSG00000289396"
"14070","ENSG00000289409.2","","ENSG00000289409"
"14071","ENSG00000289414.2","","ENSG00000289414"
"14072","ENSG00000289417.1","","ENSG00000289417"
"14073","ENSG00000289420.1","","ENSG00000289420"
"14074","ENSG00000289435.1","","ENSG00000289435"
"14075","ENSG00000289446.1","","ENSG00000289446"
"14076","ENSG00000289450.2","","ENSG00000289450"
"14077","ENSG00000289451.2","","ENSG00000289451"
"14078","ENSG00000289460.1","","ENSG00000289460"
"14079","ENSG00000289469.2","","ENSG00000289469"
"14080","ENSG00000289500.2","","ENSG00000289500"
"14081","ENSG00000289504.1","","ENSG00000289504"
"14082","ENSG00000289507.1","","ENSG00000289507"
"14083","ENSG00000289509.1","","ENSG00000289509"
"14084","ENSG00000289519.1","","ENSG00000289519"
"14085","ENSG00000289524.2","","ENSG00000289524"
"14086","ENSG00000289530.1","","ENSG00000289530"
"14087","ENSG00000289555.1","","ENSG00000289555"
"14088","ENSG00000289556.2","","ENSG00000289556"
"14089","ENSG00000289558.2","","ENSG00000289558"
"14090","ENSG00000289574.1","","ENSG00000289574"
"14091","ENSG00000289629.1","","ENSG00000289629"
"14092","ENSG00000289632.1","","ENSG00000289632"
"14093","ENSG00000289641.1","","ENSG00000289641"
"14094","ENSG00000289643.2","","ENSG00000289643"
"14095","ENSG00000289742.1","CD200R1P1","ENSG00000289742"
"14096","ENSG00000289747.1","","ENSG00000289747"
"14097","ENSG00000289750.1","","ENSG00000289750"
"14098","ENSG00000289761.1","","ENSG00000289761"
"14099","ENSG00000289763.1","","ENSG00000289763"
"14100","ENSG00000289809.2","","ENSG00000289809"
"14101","ENSG00000289828.1","","ENSG00000289828"
"14102","ENSG00000289849.1","","ENSG00000289849"
"14103","ENSG00000289859.1","","ENSG00000289859"
"14104","ENSG00000289865.1","","ENSG00000289865"
"14105","ENSG00000289884.1","","ENSG00000289884"
"14106","ENSG00000289885.1","","ENSG00000289885"
"14107","ENSG00000289902.1","","ENSG00000289902"
"14108","ENSG00000289929.1","","ENSG00000289929"
"14109","ENSG00000289942.1","","ENSG00000289942"
"14110","ENSG00000289971.1","","ENSG00000289971"
"14111","ENSG00000289983.1","","ENSG00000289983"
"14112","ENSG00000289986.1","","ENSG00000289986"
"14113","ENSG00000290001.1","","ENSG00000290001"
"14114","ENSG00000290015.1","","ENSG00000290015"
"14115","ENSG00000290021.1","","ENSG00000290021"
"14116","ENSG00000290035.1","","ENSG00000290035"
"14117","ENSG00000290044.1","","ENSG00000290044"
"14118","ENSG00000290046.1","","ENSG00000290046"
"14119","ENSG00000290054.1","","ENSG00000290054"
"14120","ENSG00000290072.1","","ENSG00000290072"
"14121","ENSG00000290076.1","","ENSG00000290076"
"14122","ENSG00000290077.1","","ENSG00000290077"
"14123","ENSG00000290079.1","","ENSG00000290079"
"14124","ENSG00000290097.1","","ENSG00000290097"
"14125","ENSG00000290180.1","","ENSG00000290180"
"14126","ENSG00000290241.1","","ENSG00000290241"
"14127","ENSG00000290242.1","","ENSG00000290242"
"14128","ENSG00000290263.1","","ENSG00000290263"
"14129","ENSG00000290315.1","","ENSG00000290315"
"14130","ENSG00000290317.1","","ENSG00000290317"
"14131","ENSG00000290318.1","","ENSG00000290318"
"14132","ENSG00000290338.1","FGD5P1","ENSG00000290338"
"14133","ENSG00000290374.1","FAM86EP","ENSG00000290374"
"14134","ENSG00000290382.1","ZNF876P","ENSG00000290382"
"14135","ENSG00000290400.1","","ENSG00000290400"
"14136","ENSG00000290407.1","","ENSG00000290407"
"14137","ENSG00000290410.1","","ENSG00000290410"
"14138","ENSG00000290514.1","","ENSG00000290514"
"14139","ENSG00000290681.1","ECEL1P2","ENSG00000290681"
"14140","ENSG00000290762.1","","ENSG00000290762"
"14141","ENSG00000290763.1","SDHAP1","ENSG00000290763"
"14142","ENSG00000290787.1","","ENSG00000290787"
"14143","ENSG00000290803.1","","ENSG00000290803"
"14144","ENSG00000290817.1","","ENSG00000290817"
"14145","ENSG00000290819.1","","ENSG00000290819"
"14146","ENSG00000290862.1","NMRAL2P","ENSG00000290862"
"14147","ENSG00000290888.1","","ENSG00000290888"
"14148","ENSG00000290910.1","PPBPP2","ENSG00000290910"
"14149","ENSG00000290932.1","","ENSG00000290932"
"14150","ENSG00000290936.1","","ENSG00000290936"
"14151","ENSG00000290937.1","","ENSG00000290937"
"14152","ENSG00000290993.1","","ENSG00000290993"
"14153","ENSG00000291007.1","","ENSG00000291007"
"14154","ENSG00000291042.1","","ENSG00000291042"
"14155","ENSG00000291071.1","FAM86JP","ENSG00000291071"
"14156","ENSG00000291076.1","AADACP1","ENSG00000291076"
"14157","ENSG00000291078.1","","ENSG00000291078"
"14158","ENSG00000291081.1","","ENSG00000291081"
"14159","ENSG00000291091.1","SDHAP4","ENSG00000291091"
"14160","ENSG00000291096.1","","ENSG00000291096"
"14161","ENSG00000291106.1","SNHG33","ENSG00000291106"
"14162","ENSG00000291147.1","","ENSG00000291147"
"14163","ENSG00000291192.1","ANKRD18DP","ENSG00000291192"
"14164","ENSG00000291222.1","","ENSG00000291222"
"14165","ENSG00000291223.1","FAM86DP","ENSG00000291223"
"14166","ENSG00000291224.1","","ENSG00000291224"
"14167","ENSG00000291281.1","COL6A4P1","ENSG00000291281"
"14168","ENSG00000291282.1","","ENSG00000291282"
"14169","ENSG00000291293.1","","ENSG00000291293"
"14170","ENSG00000005059.16","MCUB","ENSG00000005059"
"14171","ENSG00000006837.12","CDKL3","ENSG00000006837"
"14172","ENSG00000011083.9","SLC6A7","ENSG00000011083"
"14173","ENSG00000013561.18","RNF14","ENSG00000013561"
"14174","ENSG00000015479.20","MATR3","ENSG00000015479"
"14175","ENSG00000016082.15","ISL1","ENSG00000016082"
"14176","ENSG00000019582.17","CD74","ENSG00000019582"
"14177","ENSG00000021355.13","SERPINB1","ENSG00000021355"
"14178","ENSG00000022355.18","GABRA1","ENSG00000022355"
"14179","ENSG00000027847.14","B4GALT7","ENSG00000027847"
"14180","ENSG00000028310.18","BRD9","ENSG00000028310"
"14181","ENSG00000029559.7","IBSP","ENSG00000029559"
"14182","ENSG00000031003.11","FAM13B","ENSG00000031003"
